user_id,operator_name,content_id,show_duration
1006582800,Joint Stock Company MTU Kristall,9572,3203
1007406385,OJSC Ufanet,7485,2476
924774185,RTA Telecom Ltd.,9572,2955
988997550,Rostelecom,9572,3
841841875,JSC ER-Telecom Holding,9572,12
995339612,JSC ER-Telecom Holding,9786,1243
848602578,Joint Stock Company MTU Kristall,10112,1252
1005517299,Rostelecom,10140,2526
924157490,Multiservice Networks Ltd.,10073,2521
913318772,OJS Moscow city telephone network,9572,None
968996196,Rostelecom,9561,331
1010253239,OJS Moscow city telephone network,9572,None
910333156,Rostelecom,8706,120
968316492,Sibirskie Seti Ltd.,7097,2282
608690326,OJS Moscow city telephone network,9246,55
486074832,"OJSC Rostelecom, Vladimir branch",10208,1401
964793066,Rostelecom,6754,2916
829706210,MTS PJSC,9572,3205
1008442502,JSC ER-Telecom Holding,9471,2803
958672949,Rostelecom,10112,1465
1007874241,LLC Real-net,8706,None
481019755,JSC ER-Telecom Holding,8132,600
433564766,TELESET+ Ltd,9983,120
616925392,Rostelecom,8706,240
807531565,LLC TOMTEL,10748,3060
1010325049,"OJSC Rostelecom, Vladimir branch",9572,5
1008674940,Joint Stock Company Tagnet,9572,780
1008164735,LLC TOMTEL,7485,600
1006551557,Llcrelcom,9572,3206
910243914,Rostelecom,9572,540
803992702,MTS PJSC,8706,389
1007276552,Home Computer Networks ltd.,6968,900
939015748,Ojsc oao Tattelecom,10073,2615
858157272,City-Stream Ltd.,7305,6
882927998,OJS Moscow city telephone network,7305,None
934602184,Iskratelecom CJSC,7305,12
673187634,Novotelecom Ltd,9696,2555
573683436,MTS PJSC,8706,386
945700231,RopNet,7305,4
868308006,Rostelecom,9364,3260
859443461,Khabarovskie Domovie Seti,7305,9
633666950,Lukjanova Lydia Andreevna PE,10697,45
934490979,Iskratelecom CJSC,7305,None
974412435,"National Telecom, CJSC",7097,2731
1009728269,Closed Joint Stock Company TransTeleCom,9983,240
909810293,JSC ER-Telecom Holding,7305,1
994609790,OJS Moscow city telephone network,8706,391
1009241880,"OJSC Rostelecom, Vladimir branch",8014,1391
903953648,Iskratelecom CJSC,7305,2
924110094,Joint Stock Company MTU Kristall,9572,None
968948064,OJS Moscow city telephone network,9572,1529
964527873,RopNet,7305,None
859742282,OJSC Ufanet,7305,2
1006911042,MICRON-MEDIA LLC,7305,1606
962104690,Style-Com,7305,9
724222096,OJSC Svyazinform,9572,15
880797121,Rostelecom,10112,1460
1006607096,OJS Moscow city telephone network,9572,None
1003264347,EDINOS ltd.,9983,3161
942686988,Rostelecom,9572,3161
736096243,E-Light-Telecom,9572,3315
1009776021,OJSC Ufanet,7305,6
977936201,TeleOka Kom Ltd.,9572,2365
929059700,RopNet,7305,6
1009820866,Joint Stock Company MTU Kristall,7305,6
920942901,Teleseti Plus Ltd.,7097,45
1005222251,Rostelecom,9572,3400
963147512,Closed Joint Stock Company TransTeleCom,7305,9
1008481731,OJS Moscow city telephone network,10247,567
1009688608,LLC TOMTEL,9572,50
971185904,OJSC RITC,7305,3
925675208,Rostelecom,8706,391
726123029,"JSC Zap-Sib TransTeleCom, Novosibirsk",10095,2650
950966148,Home Computer Networks ltd.,7305,12
1006069972,LTD Elektrosvyaz,7097,865
852836532,OJS Moscow city telephone network,10140,2850
469249162,JSC ER-Telecom Holding,9589,1535
524761341,Aiconet Ltd.,9437,3531
521253829,Rostelecom,9572,3131
820944966,OJS Moscow city telephone network,10275,310
906593733,OJSC Ufanet,7305,9
883544790,E-Light-Telecom,7305,5
913133795,OJS Moscow city telephone network,7958,2850
997290519,Rostelecom,10624,2585
948203971,Quartz Telecom LLC,7097,12
948827713,JSC ER-Telecom Holding,10579,2611
949077769,E-Light-Telecom,10821,2793
789012469,Ojsc oao Tattelecom,9291,527
895242481,Miranda-Media Ltd,9966,480
959377495,Iskratelecom CJSC,7305,6
1008251748,Closed Joint Stock Company TransTeleCom,9572,15
975838820,Rostelecom,9983,1634
898855972,JSC ER-Telecom Holding,7097,2895
966186932,Rostelecom,9769,300
975918145,JSC ER-Telecom Holding,10208,140
902922372,"INKO-Telecom, LLC",10112,1461
948203971,Quartz Telecom LLC,7097,2280
717319353,JSC ER-Telecom Holding,9572,40
910590584,Rostelecom,9803,6
659145377,OJS Moscow city telephone network,8706,4
1008251748,Closed Joint Stock Company TransTeleCom,9572,3395
902042451,Teleseti Plus Ltd.,7305,9
882150741,Novotelecom Ltd,9983,55
789012469,Ojsc oao Tattelecom,9291,136
828400529,Rostelecom,10275,311
887781835,Teleseti Plus Ltd.,7305,6
675478073,E-Light-Telecom,10939,240
936579445,Cjsc Volna-servis,7305,6
1008532296,LLC trc Fiord,9572,None
951684870,Rostelecom,9713,203
1009797501,Novotelecom Ltd,9572,30
966733020,OJS Moscow city telephone network,7305,3
1002261305,Closed Joint Stock Company TransTeleCom,9572,3104
898197587,Closed Joint Stock Company TransTeleCom,8706,None
1008381947,Amatek Ltd,9572,645
858551017,OJS Moscow city telephone network,7097,None
432937777,"OJSC Rostelecom, Vladimir branch",7654,840
951684870,Rostelecom,9713,1138
976806198,OJS Moscow city telephone network,9634,2194
789012469,Ojsc oao Tattelecom,9291,355
935491763,JSC ER-Telecom Holding,7305,3
865511129,OJSC RITC,8706,391
717319353,JSC ER-Telecom Holding,9572,1125
975918145,JSC ER-Telecom Holding,10208,10
974412435,"National Telecom, CJSC",7097,2426
951779488,OJS Moscow city telephone network,9572,None
1005517299,Rostelecom,10140,535
1006546346,"OJSC Rostelecom, Vladimir branch",10112,1972
1009569907,JSC ER-Telecom Holding,9572,None
959693700,OJS Moscow city telephone network,7305,1
1006002424,LLC TOMTEL,7097,2870
977062158,OJS Moscow city telephone network,9983,809
1005517299,Rostelecom,10140,2566
1008837900,PJSC MegaFon,9786,None
1008414352,21 Century Telecom Ltd,10697,6
566678634,OJS Moscow city telephone network,10939,630
962398595,OJS Moscow city telephone network,9983,3145
956979081,Rostelecom,7097,2979
521253829,Rostelecom,9572,3046
773451996,Novotelecom Ltd,9983,12
916599603,JSC ER-Telecom Holding,10208,50
841841875,JSC ER-Telecom Holding,9572,26
788189721,JSC ER-Telecom Holding,7097,840
1001226052,Kraftsviaz-Novosibirsk JSC,7305,6
936954254,City-Stream Ltd.,7305,9
942496186,Llcrelcom,10112,894
994399928,Ojsc oao Tattelecom,9572,1550
1005517299,Rostelecom,10140,2601
857975073,Closed Joint Stock Company TransTeleCom,9128,3040
994230706,Astra-mir Ltd.,9364,3080
1008519739,OJS Moscow city telephone network,9983,2887
1006551557,Llcrelcom,9572,3020
991064458,OJSC Ufanet,10140,60
962002461,CJSC Kolomna-Sviaz TV,7305,None
545989329,OJS Moscow city telephone network,7097,380
859090974,Closed Joint Stock Company TransTeleCom,7305,9
1007352282,OJSC Ufanet,7097,None
755292330,E-Light-Telecom,9713,600
966604569,Vermont-IT Limited Liability Company,7305,6
781778642,Khabarovskie Domovie Seti,9786,291
643890445,OJS Moscow city telephone network,9572,3088
890810589,LLC TOMTEL,10140,1733
993935633,OJS Moscow city telephone network,7097,2710
544335293,Closed Joint Stock Company TransTeleCom,10860,67
886634479,JSC ER-Telecom Holding,9983,2992
603070381,E-Light-Telecom,9938,197
605051352,VimpelCom,10624,420
766511264,OJS Moscow city telephone network,9983,2951
902408841,SET OOO,7305,9
603070381,E-Light-Telecom,9938,20
949330104,MTS PJSC,8014,None
1010437878,OJS Moscow city telephone network,10073,2595
730939287,Rostelecom,7356,3065
885114054,"OJSC Rostelecom, Vladimir branch",7305,4
960907600,TeleServis Ltd,7305,None
1009169664,Rostelecom,9572,None
1010380364,Permtelecom Ltd,7305,2
1007115521,Multiservice Networks Ltd.,7097,3067
926799968,MTS PJSC,8706,390
868308006,Rostelecom,9364,3075
992206853,OJS Moscow city telephone network,9291,None
716594180,Novotelecom Ltd,10697,0
948085330,MTS PJSC,9572,45
1009576497,OJSC Ufanet,9983,1440
1009519630,JSC ER-Telecom Holding,10472,None
601208910,Rostelecom,10590,286
894002867,Rostelecom,7305,2
776673845,OJS Moscow city telephone network,7654,None
621027999,Mir Telematiki Ltd,10596,561
988507605,"OJSC Rostelecom, Vladimir branch",9572,1896
945161286,OJS Moscow city telephone network,7097,2625
931282917,Saint-Petersburg Computer Networks Ltd.,9364,3860
968316492,Sibirskie Seti Ltd.,7097,None
890003132,Rostelecom,7305,2
979098927,MTS PJSC,7350,None
1006050118,Astra-mir Ltd.,9572,3061
985001802,Rostelecom,9966,2760
985816166,"StarTelecom, LLC",8014,1335
972626504,Rostelecom,10140,None
9860708,Ekaterinburg-2000 LLC,8014,1
934294972,OJS Moscow city telephone network,7305,3
963191418,Rostelecom,7305,6
992206853,OJS Moscow city telephone network,9291,None
888557802,Khabarovskie Domovie Seti,10939,420
987781637,NVP-Connect Ltd.,7097,1130
11148645,Novotelecom Ltd,7485,2355
1008975124,SET OOO,7305,9
903091458,Rostelecom,8464,1440
873108451,Novotelecom Ltd,6979,1140
1004715063,Closed Joint Stock Company TransTeleCom,10112,1396
964258533,E-Light-Telecom,10050,2566
1003915971,Rostelecom,8706,381
901576890,Igra-Service LLC,7097,2777
893882834,OJS Moscow city telephone network,7654,840
616785679,Novotelecom Ltd,10939,640
1009421261,OJSC Ufanet,7305,3
857916451,OJS Moscow city telephone network,7305,4
730146797,Ojsc oao Tattelecom,10247,120
857363853,JSC ER-Telecom Holding,7305,None
820749897,GumsNet Ltd,9572,295
1005110465,EDINOS ltd.,9572,3075
985691040,Rostelecom,7097,950
474262458,Novotelecom Ltd,9572,2940
588779275,System Ltd,9769,671
1006654656,Novotelecom Ltd,8014,501
881441563,"OmskTransitTelecom, Ltd",7305,1
949780898,LLC TOMTEL,10247,591
873606934,Inetcom LLC,10140,2615
617823607,Novotelecom Ltd,9786,60
730541346,SkyNet ISP,7305,2891
712635432,Rostelecom,7097,2620
629174495,Rostelecom,9555,3135
967047864,Style-Com,7305,None
943995594,JSC ER-Telecom Holding,9364,None
685004277,OJS Moscow city telephone network,10275,301
882902167,Telekey-S Ltd,7305,5
995056914,Teleseti Plus Ltd.,9572,3070
928722634,limited liability company Konnectika,8464,2780
987590700,"OJSC Rostelecom, Vladimir branch",7097,845
902812929,City-Stream Ltd.,7305,9
1009174325,Rostelecom,8464,2780
978664691,OJS Moscow city telephone network,7305,3
998082674,JSC Severen-Telecom,9420,2485
755292330,E-Light-Telecom,9713,250
934018331,Limited Company Information and Consulting Agency,7305,9
1005264676,ALFA TELECOM s.r.o.,7305,2580
939256246,OJS Moscow city telephone network,7305,9
759527161,E-Light-Telecom,7097,2906
903566207,OJSC Ufanet,7305,6
1006037490,E-Light-Telecom,9195,3070
890146212,Rostelecom,7097,2915
991611208,"RECONN. Operator Svyazi, LLC",9983,1080
793585066,SkyNet ISP,9572,1513
461514238,Closed Joint Stock Company TransTeleCom,8205,1140
833671996,JSC ER-Telecom Holding,9983,2220
610513887,E-Light-Telecom,9555,None
837486699,Multiservice Networks Ltd.,7097,3000
573683436,MTS PJSC,8706,386
945059549,Robor LLC,7305,4
1004607361,Miranda-Media Ltd,10275,311
894723777,RopNet,7305,2
939987562,OJSC RITC,9572,3056
913318772,OJS Moscow city telephone network,9572,3056
464976895,Rostelecom,8706,391
623893843,JSC BIG Telecom Ural,9572,720
996953573,OOO Ob-Telecom,7097,1260
937182092,SET OOO,7305,9
1008669244,Rostelecom,9803,1170
814242321,LLC Mobile Television Systems,10697,720
1006654656,Novotelecom Ltd,8014,901
999959347,VNET LLC,7305,12
1008381947,Amatek Ltd,9572,3165
934691789,Rostelecom,7305,None
662840404,Novotelecom Ltd,8706,391
887718314,Kraftsviaz-Novosibirsk JSC,7305,4
859077061,Style-Com,7305,12
782122119,Rostelecom,9516,1860
451527635,"JSC Zap-Sib TransTeleCom, Novosibirsk",9364,660
773451996,Novotelecom Ltd,9983,None
900378687,Rostelecom,10275,285
1007963748,PE Safronov Anton Sergeevich,8706,391
614317576,OJS Moscow city telephone network,10264,4455
986929528,E-Light-Telecom,7356,3105
643879096,OJS Moscow city telephone network,9983,3185
972975718,Rostelecom,10112,210
935391552,Rostelecom,8706,391
1009101378,Rostelecom,8706,20
759527161,E-Light-Telecom,7097,None
972626504,Rostelecom,10140,35
772530317,VimpelCom,9218,540
991064458,OJSC Ufanet,10140,1993
985666946,OJSC Svyazinform,8706,390
1008068363,LLC TOMTEL,10112,45
925675208,Rostelecom,8706,391
1007120652,JSC ER-Telecom Holding,10050,2586
573683436,MTS PJSC,8706,391
1009169664,Rostelecom,9572,3135
883179695,Joint Stock Company MTU Kristall,7305,None
898855972,JSC ER-Telecom Holding,7097,2835
853057012,Saint-Petersburg Computer Networks Ltd.,7654,60
894821813,SET OOO,7305,9
888445590,SkyNet ISP,9983,1440
1004607361,Miranda-Media Ltd,10275,120
1004874234,JSC ER-Telecom Holding,9409,2636
1009365329,Optixtel Ltd,9364,960
959183814,Novotelecom Ltd,8706,385
979416599,Rostelecom,8014,1305
1442656,OJS Moscow city telephone network,8706,391
955273350,MTS PJSC,10140,2526
941088133,SET OOO,7305,None
998493988,Rostelecom,8464,2863
433405011,Novotelecom Ltd,7654,1450
1005718336,Business-Svyaz LTD,7097,2810
793585066,SkyNet ISP,9572,186
1009380644,Optixtel Ltd,9696,15
888529881,OJSC Ufanet,7305,2
845261815,OJS Moscow city telephone network,9195,3
927928306,Rostelecom,7305,None
1008133469,Rostelecom,9572,540
849623116,Rostelecom,9803,1140
985666946,OJSC Svyazinform,8706,391
1008251748,Closed Joint Stock Company TransTeleCom,9572,265
906593549,JSC ER-Telecom Holding,7305,None
966579463,OJSC Kostroma Municipal Telephone Network,7097,720
1000602376,Novotelecom Ltd,10275,311
972110658,Rostelecom,9634,None
1000602376,Novotelecom Ltd,10275,311
1009468623,OJS Moscow city telephone network,9803,None
938789548,OJSC Ufanet,7305,6
828400529,Rostelecom,10275,301
573653905,Rostelecom,7097,465
612109945,Novotelecom Ltd,9572,3086
1006397657,Rostelecom,10112,60
1009576497,OJSC Ufanet,9983,2467
1002670681,Rostelecom,9572,0
955697451,"INKO-Telecom, LLC",9218,820
938996773,OJSC Svyazinform,7305,None
978021662,OJS Moscow city telephone network,7305,4
18145397,OJS Moscow city telephone network,9600,15
474262458,Novotelecom Ltd,9572,298
1010374499,Closed Joint Stock Company TransTeleCom,9285,None
486074832,"OJSC Rostelecom, Vladimir branch",10208,402
781778642,Khabarovskie Domovie Seti,9786,396
1009923212,Rostelecom,10140,2860
793585066,SkyNet ISP,9572,2588
990978296,"StarTelecom, LLC",7097,380
841841875,JSC ER-Telecom Holding,9572,26
930962156,Ojsc oao Tattelecom,10073,2590
911452349,SkyNet ISP,7305,None
736450944,Llcrelcom,10112,1140
601208910,Rostelecom,10590,286
893882834,OJS Moscow city telephone network,7654,1400
976806198,OJS Moscow city telephone network,9634,1998
573841374,OJS Moscow city telephone network,9983,6
584649822,OJS Moscow city telephone network,9285,3205
960364579,SkyNet ISP,7305,9
1008381947,Amatek Ltd,9572,3180
928555498,OJS Moscow city telephone network,7305,6
985666946,OJSC Svyazinform,8706,390
1010164854,JSC ER-Telecom Holding,9572,3205
956156185,Llcrelcom,7097,None
1006002424,LLC TOMTEL,7097,2895
953537990,NVP-Connect Ltd.,7654,None
886634479,JSC ER-Telecom Holding,9983,3101
1008386233,E-Light-Telecom,10275,60
925675208,Rostelecom,8706,391
913959144,E-Light-Telecom,7305,9
1008386233,E-Light-Telecom,10275,305
839819161,Miranda-Media Ltd,9167,1515
623778340,E-Light-Telecom,9572,3100
943953001,Rostelecom,9572,2805
499792051,Volkhov Online Ltd,7097,1577
998975519,OJS Moscow city telephone network,9983,3720
935921058,OJS Moscow city telephone network,7305,None
895966050,Bst Ltd.,7305,9
773451996,Novotelecom Ltd,9983,2830
963650390,JSC ER-Telecom Holding,7097,123
902922372,"INKO-Telecom, LLC",10112,352
1004328776,JSC ER-Telecom Holding,9572,60
931423442,Closed Joint Stock Company TransTeleCom,7097,2830
958979019,Volkhov Online Ltd,10112,1461
856931887,Rostelecom,7305,None
730146797,Ojsc oao Tattelecom,10275,305
980351632,"OJSC Rostelecom, Vladimir branch",7305,5
980505402,OJS Moscow city telephone network,7097,370
964465095,City-Stream Ltd.,7305,3
910808492,E-Light-Telecom,7305,3
1005735534,E-Light-Telecom,9572,2280
1010243344,OJS Moscow city telephone network,10596,45
916604472,Novotelecom Ltd,9572,2343
1004874234,JSC ER-Telecom Holding,9409,2689
588358690,Link Ltd.,10860,3358
988536289,ITC Electron Ltd,9572,2340
1002391451,Llcrelcom,7097,3065
974412435,"National Telecom, CJSC",7097,2432
9860708,Ekaterinburg-2000 LLC,8014,880
590850717,JSC ER-Telecom Holding,10084,9
1007096689,Rostelecom,9572,420
446045232,OJS Moscow city telephone network,7063,None
769868102,Rostelecom,10275,305
1010361576,OJS Moscow city telephone network,7305,2
894666243,Miranda-Media Ltd,9983,3100
1009989079,OJS Moscow city telephone network,10174,1535
617575471,OJS Moscow city telephone network,7097,2510
566446855,OJS Moscow city telephone network,9572,2918
588358690,Link Ltd.,10860,133
588358690,Link Ltd.,10860,None
1006551557,Llcrelcom,9572,3370
1003187067,Novotelecom Ltd,7305,1920
995593953,Rostelecom,9572,2067
1010016006,Rostelecom,8205,4860
954259006,Informatsionnye Tekhnologii LLC,9572,1805
969492701,OJS Moscow city telephone network,7305,None
906338728,OJS Moscow city telephone network,7305,15
832378738,Multiservice Networks Ltd.,7097,1875
978785956,Kvartal Plus Ltd,9291,1500
1010091432,Rostelecom,10275,60
857520632,Closed Joint Stock Company TransTeleCom,7305,None
787193428,Rostelecom,10866,1560
653826624,Beeline Home,9572,3165
1008340128,VimpelCom,9285,None
748555646,VimpelCom,7097,None
469343850,ROSNIIROS Russian Institute for Public Networks,9572,3081
922715837,Skynet Ltd,6754,2920
908973151,Rostelecom,10275,311
986129049,MTS PJSC,10140,2649
880783624,LLC crelcom,8706,20
1009559153,VimpelCom,9572,3098
967187048,Rostelecom,6883,1080
1005139582,VimpelCom,7097,None
972812215,Rostelecom,10219,6
873609506,Signal Service LLC,10697,721
531008082,Rostelecom,10112,1415
742651681,Closed Joint Stock Company Radiotelephone,9572,60
974298125,Rostelecom,7097,2425
762536162,CJSC TKS Neva,9572,3151
1009409851,"JSC Zap-Sib TransTeleCom, Novosibirsk",7125,4291
1004762523,Beeline Home,8706,391
601163392,JSC ER-Telecom Holding,9572,40
1008354059,MTS PJSC,7564,2280
942946397,ROSNIIROS Russian Institute for Public Networks,9983,2967
991390926,VimpelCom,9218,781
1009414499,JSC ER-Telecom Holding,7187,6
855263160,"JSC Zap-Sib TransTeleCom, Novosibirsk",7097,889
4008570,JSC ER-Telecom Holding,10140,660
876912681,Beeline Home,10590,280
1006452982,"New Telesystems - TV, Ltd.",8464,3012
802732921,Beeline Home,9572,2484
815604425,Rostelecom,7097,1285
937832742,Delta Telecom Ltd,7097,2925
1007924355,Inet Ltd.,9572,2520
719031720,Beeline Home,7457,1420
994622495,"JSC Zap-Sib TransTeleCom, Novosibirsk",7097,None
736362394,Beeline Home,9983,3205
1001380695,Rostelecom,7654,1473
793244288,SCATPLUS Ltd.,6793,2040
748555646,VimpelCom,7097,None
1006504909,Skynet Ltd,7193,None
939396866,Rostelecom,10697,721
997474707,Rostelecom,9572,1920
894038861,"JSC Zap-Sib TransTeleCom, Novosibirsk",10596,555
1008502024,JSC ER-Telecom Holding,9589,2759
891286562,Beeline Home,7097,None
988322066,VimpelCom,7097,1255
985210509,JSC ER-Telecom Holding,9285,0
782456328,VimpelCom,9572,360
685431309,JSC ER-Telecom Holding,9364,15
1009608210,OTK LLC,10275,311
995385886,Skynet Ltd,7097,4317
1009481165,"JSC Zap-Sib TransTeleCom, Novosibirsk",10112,1034
977575888,Lipetskie Kabelnie Seti LLC,6754,2955
461498431,Metroset,7097,0
1009630402,Beeline Home,10140,None
658213142,Teleradiokompaniya Kandalaksha Ltd,9409,9
994779414,Beeline Home,8706,246
994622495,"JSC Zap-Sib TransTeleCom, Novosibirsk",7097,5
998994532,Sibirskie Seti Ltd.,9983,3395
1008340128,VimpelCom,9285,None
899264346,Beeline Home,7125,2460
984621018,"JSC Zap-Sib TransTeleCom, Novosibirsk",8014,1020
897823457,Computers and Peripherals Ltd.,9572,3085
1006859789,Delta Telecom Ltd,7097,40
989362121,Skynet Ltd,10326,3685
800613368,JSC ER-Telecom Holding,9803,18
1008067544,JSC ER-Telecom Holding,10073,2610
910057392,Sibirskie Seti Ltd.,9572,2239
1008109172,Closed Joint Stock Company TransTeleCom,10112,1396
476948980,Net By Net Holding LLC,10697,721
568546334,VimpelCom,8014,128
1002777567,Beeline Home,9983,925
909376021,Lipetskie Kabelnie Seti LLC,7097,300
912499259,Rostelecom,7097,3400
855263160,"JSC Zap-Sib TransTeleCom, Novosibirsk",7097,None
1008340128,VimpelCom,9285,None
1004361227,Rostelecom,7356,3000
759796439,Closed Joint Stock Company TransTeleCom,10112,6
606931337,JSC ER-Telecom Holding,7097,2622
628846648,Rostelecom,8132,455
945427309,Rostelecom,9572,35
1009471609,Svyazstroi LLC,10343,2414
4031912,Beeline Home,10022,60
888013657,Municipal enterprise CJSC of Zheleznogorsk Krasnoy,9786,420
828167114,Rostelecom,7097,4296
920913858,FlyTech Ltd.,10219,1308
1000847612,Beeline Home,9786,805
888124757,Beeline Home,7097,None
4008570,JSC ER-Telecom Holding,10140,600
710499281,Beeline Home,7654,1481
574206809,Net By Net Holding LLC,9285,2122
937351792,LLC crelcom,7654,1493
953875104,Rostelecom,9634,4
984380931,Beeline Home,9285,720
748555646,VimpelCom,7097,None
763567000,"JSC Zap-Sib TransTeleCom, Novosibirsk",9803,2496
1006721141,Rostelecom,8014,55
937351792,LLC crelcom,7654,1474
1007415365,LLC crelcom,9572,1163
1008528270,"JSC Zap-Sib TransTeleCom, Novosibirsk",10264,30
980321067,Beeline Home,7305,9
855982474,CJSC Vainah Telecom,7305,4
1005192920,Iskratelecom CJSC,9572,970
987049801,VimpelCom,9572,3169
1010112382,Skynet Ltd,9572,None
